Sector,Tiene_parqueadero,Precio_venta_COP,Estrato,Area_construida_m2,Distancia_CC_San_Nicolas_km,Urbana_Rural,Tiene_conjunto_cerrado,Topografia
Corregimiento Norte (Galicia/La Mosca),1,570932923,2,172.7,9.3,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,729438970,4,143.1,9.67,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,677523676,3,155.8,10.03,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,269397829,2,65.7,2.31,Urbana,1,Plana y Ondulada
Comuna 2 (San Antonio),1,400737248,5,67.4,3.31,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,207773908,2,57.3,1.53,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1534203550,4,169.5,12.5,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1197303814,5,221.7,14.21,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,873396294,4,200.4,6.15,Rural,0,Ondulada
Comuna 2 (San Antonio),1,332125835,5,90.7,2.45,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3281184383,5,338.0,9.8,Rural,0,Plana y levemente ondulada
Comuna 2 (San Antonio),1,470669558,5,70.7,3.63,Urbana,1,Plana
Comuna 4 (El Porvenir),1,389014496,4,59.0,2.66,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1610128519,6,227.3,15.85,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,301768914,4,51.2,1.37,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,313620788,3,70.1,1.42,Urbana,1,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,4730635727,5,323.9,13.69,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,342280161,4,69.6,2.61,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,855165516,4,180.5,8.23,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),1,219411023,3,51.2,1.59,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,301036609,3,76.9,2.76,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,355654735,4,62.4,1.76,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),1,208954041,3,74.7,1.34,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,762570169,3,172.4,4.38,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1556349584,5,176.9,12.17,Rural,1,Ondulada
Comuna 4 (El Porvenir),0,267757254,4,80.7,2.64,Urbana,1,Plana
Comuna 4 (El Porvenir),1,322033193,4,61.6,2.18,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,399135291,3,53.7,1.71,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,229356690,3,53.0,1.83,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3882186160,5,257.9,10.21,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,585051201,2,186.3,9.87,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3168664990,6,381.1,12.26,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,391460937,4,53.1,2.78,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3279598232,6,367.6,10.4,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,224137936,3,73.1,1.84,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,295053723,4,82.2,1.46,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,895632311,3,159.7,8.4,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,355935757,3,88.4,2.16,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,682334441,3,156.5,5.28,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,338243894,3,79.5,2.11,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),0,412183632,2,178.1,11.28,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,654028241,2,139.8,10.54,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1791021034,5,231.1,12.6,Rural,1,Ondulada
Comuna 4 (El Porvenir),0,279557704,4,59.2,2.95,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,220974038,3,62.2,2.08,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3275595060,6,367.2,12.13,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,332539911,4,80.4,2.05,Urbana,1,Plana
Comuna 2 (San Antonio),1,451478830,3,74.2,2.73,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1888349550,4,202.1,14.63,Rural,1,Ondulada
Comuna 2 (San Antonio),1,533153892,4,81.2,2.64,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,298843400,3,61.4,1.0,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,570099420,4,163.8,12.1,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),0,3739383410,5,398.2,14.05,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,312264661,4,59.3,2.25,Urbana,0,Plana
Comuna 2 (San Antonio),0,470400123,4,83.5,2.92,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,2572943168,5,323.8,9.46,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,252876704,3,89.3,2.1,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),0,394342992,4,113.0,11.23,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,270802458,2,74.4,2.02,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1493216152,4,176.7,16.37,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3558212264,5,452.6,11.41,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3763783885,5,330.8,12.12,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,248982429,2,55.8,1.81,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3207464730,6,410.9,12.45,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,334264378,2,58.0,1.31,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,288141988,3,65.0,1.42,Urbana,1,Mayormente Plana
Comuna 3 (Uribe Jaramillo),1,246880725,2,71.6,1.72,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1866345488,4,200.6,14.75,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,345699039,4,79.2,2.33,Urbana,0,Plana
Comuna 2 (San Antonio),0,531144058,4,69.3,4.3,Urbana,1,Plana
Comuna 4 (El Porvenir),1,416242461,3,61.3,2.49,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3373686870,6,339.6,15.97,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),0,401856839,5,67.4,3.75,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,787171903,3,174.6,5.56,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,246227759,3,62.8,2.03,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,264500168,3,69.2,1.4,Urbana,1,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1621447447,6,223.9,14.26,Rural,1,Ondulada
Comuna 2 (San Antonio),1,527967338,3,72.9,3.61,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,315106346,4,89.1,1.12,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,442993093,4,83.0,3.38,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3023625000,6,292.7,15.87,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,323933173,4,63.3,0.75,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,653598449,3,138.1,9.92,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,624442398,4,172.7,12.8,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,868346322,3,183.8,6.84,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,487347176,3,150.5,9.43,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,245481140,3,59.4,1.74,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,481847114,4,93.2,2.8,Urbana,0,Plana
Corregimiento Norte (Galicia/La Mosca),1,703732852,3,133.4,6.81,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,377182285,3,58.4,3.08,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1507055439,6,216.0,16.73,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,425791177,3,55.0,1.69,Urbana,0,Plana
Corregimiento Norte (Galicia/La Mosca),1,671032274,3,120.6,10.23,Rural,1,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,962467023,4,177.4,4.7,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1302160695,4,164.4,16.0,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),0,3881661786,6,319.9,13.18,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,265639958,3,49.3,2.92,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,746575718,3,203.7,6.43,Rural,0,Ondulada
Comuna 2 (San Antonio),1,549692236,3,94.5,4.28,Urbana,1,Plana
Comuna 2 (San Antonio),1,387348488,5,100.9,3.66,Urbana,1,Plana
Comuna 4 (El Porvenir),1,225683189,4,76.5,2.22,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,538681026,2,156.9,10.05,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,930512838,3,152.5,5.82,Rural,1,Ondulada
Comuna 2 (San Antonio),1,354529544,3,68.6,3.07,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,2919314062,6,340.2,10.89,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,287781566,3,78.9,1.61,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,686027455,2,142.3,9.82,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,815003945,3,206.6,6.14,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,2892868856,6,364.3,13.6,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,779153361,3,144.5,8.18,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1482197500,6,196.5,14.98,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,2959099639,5,264.8,13.53,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,471996584,3,158.3,10.54,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1517027446,6,216.2,15.13,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,692262114,3,154.9,10.01,Rural,0,Montañosa y Quebrada
Comuna 2 (San Antonio),1,466975623,4,72.2,3.42,Urbana,1,Plana
Comuna 1 (Centro Histórico),1,316340491,3,78.8,1.45,Urbana,1,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,734263686,3,144.6,10.78,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,600439312,3,131.3,12.67,Rural,0,Montañosa y Quebrada
Comuna 2 (San Antonio),1,567080418,3,86.2,3.71,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,230268799,3,67.0,2.43,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,472479909,3,106.1,2.88,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1466118702,4,189.5,16.1,Rural,1,Ondulada
Comuna 2 (San Antonio),1,461662498,5,78.5,3.84,Urbana,0,Plana
Comuna 2 (San Antonio),0,455015180,3,77.1,3.71,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,296644847,4,57.0,1.83,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,518249048,4,92.4,3.27,Urbana,0,Plana
Corregimiento Centro (Río Abajo),1,874532167,3,198.0,6.03,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,475197380,4,169.8,10.49,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,633615121,4,147.1,7.26,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,271755179,4,85.3,1.83,Urbana,1,Mayormente Plana
Comuna 4 (El Porvenir),1,371569406,3,64.4,2.26,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,180325899,3,63.8,1.97,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,937648386,3,198.4,6.67,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,244704929,4,54.5,1.64,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1337213803,5,203.8,12.84,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,320488826,3,70.7,3.04,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,313575916,3,42.9,1.89,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,224411460,4,91.4,1.83,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,217041687,3,66.3,1.93,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,498299966,4,117.5,9.28,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,834777343,3,187.5,4.63,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1344760126,6,199.0,13.4,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,2918583090,6,370.0,12.07,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,633772201,3,191.2,6.18,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,3601351672,6,270.3,11.27,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,234823983,2,73.4,1.28,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,479332769,4,75.9,3.16,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1629460785,4,202.6,13.6,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,362850679,3,62.6,2.32,Urbana,1,Plana
Comuna 2 (San Antonio),1,495817053,5,71.0,3.98,Urbana,1,Plana
Comuna 2 (San Antonio),1,498992333,4,82.2,3.69,Urbana,1,Plana
Corregimiento Centro (Río Abajo),0,862503883,4,167.2,5.71,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1831920639,6,185.3,13.84,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,564889138,4,130.1,10.38,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),1,347300479,3,61.3,1.68,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,374632380,2,61.3,1.94,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,329078371,3,79.0,1.99,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,202577944,3,66.1,1.75,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,878715266,3,180.0,5.82,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,2701294425,6,264.9,12.44,Rural,0,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,303938686,3,51.3,1.5,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3897032578,5,321.9,12.47,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3432003615,6,518.8,10.43,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),0,609295046,2,199.8,11.7,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,343044726,2,59.4,1.79,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,268573236,3,52.6,1.94,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,292426531,4,53.1,2.73,Urbana,1,Plana
Comuna 2 (San Antonio),1,623036241,5,81.3,2.12,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3447959485,5,353.9,12.21,Rural,0,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1425630106,6,242.0,15.3,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1336320419,6,236.5,11.77,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,277062733,3,61.1,2.95,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1528028358,5,213.6,14.03,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,329549347,2,51.2,1.67,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1229946013,4,160.9,14.61,Rural,0,Ondulada
Comuna 2 (San Antonio),0,492093582,4,63.8,3.63,Urbana,1,Plana
Comuna 2 (San Antonio),1,403764763,5,70.3,3.18,Urbana,0,Plana
Corregimiento Occidente (Llanogrande),1,4302608889,5,351.8,11.76,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,314764307,3,77.8,1.4,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,540252876,4,195.8,11.23,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,273527443,2,62.0,2.07,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3313676566,5,406.7,11.37,Rural,0,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,276461171,3,52.6,2.26,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,302181304,2,74.9,1.67,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,807685861,3,155.5,6.08,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1635771612,4,221.9,13.41,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1824738795,4,206.4,19.14,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,569335131,4,157.7,9.56,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),1,348866675,3,73.2,1.19,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,2909566919,6,392.2,11.71,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,681559429,2,153.9,7.13,Rural,1,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,298433446,4,64.2,1.19,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,320555889,4,61.5,3.03,Urbana,1,Plana
Comuna 2 (San Antonio),1,530156623,5,79.9,4.03,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,628606583,3,143.4,9.22,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),0,746869996,4,151.6,9.97,Rural,1,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),0,2833499693,5,365.4,13.02,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,261673437,2,65.2,2.03,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,308600767,4,76.0,2.83,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,4070107166,5,267.6,10.96,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,269888376,3,73.6,1.24,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,295224717,2,65.5,1.25,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,282552741,2,66.6,1.6,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,732814505,3,209.0,6.28,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,249997562,3,66.4,2.03,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,242912828,2,59.6,1.83,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,410094727,4,64.7,2.63,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1590336135,5,178.4,15.8,Rural,1,Ondulada
Comuna 2 (San Antonio),1,385434585,4,88.6,3.35,Urbana,0,Plana
Comuna 3 (Uribe Jaramillo),0,203510868,2,57.6,1.8,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,290115412,3,50.8,1.86,Urbana,1,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,818681047,4,202.9,6.65,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1740946599,5,196.0,16.14,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1906669360,4,255.1,15.92,Rural,1,Ondulada
Comuna 2 (San Antonio),1,297067531,5,95.6,3.32,Urbana,0,Plana
Comuna 2 (San Antonio),1,462294104,4,73.1,4.0,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1575972779,6,212.5,13.11,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,293941016,4,74.4,1.42,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,266975469,2,56.1,2.11,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,4165454860,5,336.8,11.76,Rural,0,Plana y levemente ondulada
Comuna 2 (San Antonio),1,428260856,4,85.7,3.82,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,829647927,3,168.7,6.2,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,884286287,3,159.4,5.02,Rural,0,Ondulada
Comuna 2 (San Antonio),1,491632358,5,74.6,2.99,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1536889083,5,212.3,14.27,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,413988095,3,45.4,2.78,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),0,4299415911,6,340.2,11.06,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3914118132,5,323.0,10.12,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,360816723,3,91.8,3.04,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,216106366,4,66.3,1.29,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,310658035,4,71.7,2.92,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3444994694,6,336.3,8.85,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,488810151,3,70.2,4.95,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,952512943,3,184.7,6.03,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,3307421392,6,270.6,12.89,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,597398863,2,125.5,13.77,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,347217324,4,60.8,1.83,Urbana,1,Plana
Comuna 4 (El Porvenir),1,373592274,4,56.5,2.89,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,432422271,3,171.5,10.68,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,270677438,2,61.6,2.07,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,389622178,3,195.3,5.56,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,725098654,3,119.7,10.71,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),0,1775915603,4,176.4,13.96,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1486451877,6,169.1,15.78,Rural,1,Ondulada
Comuna 2 (San Antonio),1,423329778,5,88.4,3.08,Urbana,1,Plana
Comuna 4 (El Porvenir),1,368562223,3,74.0,3.16,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,274446966,3,55.4,1.75,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,233343722,3,72.0,1.52,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,4432419760,6,355.3,11.02,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3403877338,5,441.3,10.55,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),0,654827040,4,110.5,7.45,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,195909701,2,66.0,2.29,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,572615624,3,137.8,9.97,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,889696905,4,208.8,5.22,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),0,610380581,2,190.1,11.23,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3611500189,6,296.1,12.04,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,435895518,4,73.0,2.31,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,692604686,2,152.4,8.24,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),1,254914556,2,73.8,1.48,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,379300398,3,68.9,2.84,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,253684713,2,52.3,1.53,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),1,241246944,3,49.9,1.76,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,463071032,2,162.0,6.89,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,290933638,4,66.0,2.56,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3407284098,5,422.3,11.7,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3558654958,6,382.0,12.62,Rural,0,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1338611331,4,219.8,13.94,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,191756725,3,65.0,2.19,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,594339789,3,90.7,3.19,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1463618713,5,163.7,14.64,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3432801588,5,310.0,14.66,Rural,0,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,327136424,4,54.2,2.79,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,778530579,3,186.2,5.62,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,2631180596,6,440.4,14.68,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,339651831,4,72.4,2.73,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1525216770,6,163.4,12.53,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,281194664,3,66.5,2.28,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3444782878,5,326.3,16.07,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,722719135,4,156.8,9.8,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,347496107,3,78.4,2.61,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),1,284766155,2,52.2,2.13,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,979984779,4,251.9,7.69,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,815046917,3,163.6,8.36,Rural,1,Ondulada
Comuna 2 (San Antonio),1,369038114,3,75.5,2.93,Urbana,1,Plana
Comuna 4 (El Porvenir),1,423174623,4,73.6,2.62,Urbana,1,Plana
